Gene	Nuclear Fraction	Percentile
ENSG00000153767	0.109	7.5785
ENSG00000187051	0.109	7.5855
ENSG00000170604	0.11	7.5925
ENSG00000233461	0.11	7.5996
ENSG00000148248	0.11	7.6066
ENSG00000143420	0.11	7.6136
ENSG00000104969	0.11	7.6206
ENSG00000100902	0.11	7.6276
ENSG00000148484	0.11	7.6346
ENSG00000123444	0.11	7.6416
ENSG00000170684	0.11	7.6486
ENSG00000170275	0.11	7.6556
ENSG00000134056	0.11	7.6626
ENSG00000141741	0.11	7.6697
ENSG00000164897	0.11	7.6767
ENSG00000168734	0.11	7.6837
ENSG00000002834	0.11	7.6907
ENSG00000169692	0.11	7.6977
ENSG00000119203	0.11	7.7047
ENSG00000130706	0.11	7.7117
ENSG00000004961	0.11	7.7187
ENSG00000099956	0.11	7.7257
ENSG00000132792	0.111	7.7328
ENSG00000114353	0.111	7.7398
ENSG00000162910	0.111	7.7468
ENSG00000244038	0.111	7.7538
ENSG00000115241	0.111	7.7608
ENSG00000253368	0.111	7.7678
ENSG00000161057	0.111	7.7748
ENSG00000131043	0.111	7.7818
ENSG00000204390	0.111	7.7888
ENSG00000104112	0.111	7.7958
ENSG00000089199	0.111	7.8029
ENSG00000281358	0.111	7.8099
ENSG00000272079	0.111	7.8169
ENSG00000138363	0.111	7.8239
ENSG00000132589	0.111	7.8309
ENSG00000008394	0.111	7.8379
ENSG00000132475	0.112	7.8449
ENSG00000107175	0.112	7.8519
ENSG00000120053	0.112	7.8589
ENSG00000073111	0.112	7.866
ENSG00000077549	0.112	7.873
ENSG00000187713	0.112	7.88
ENSG00000166189	0.112	7.887
ENSG00000114054	0.112	7.894
ENSG00000166136	0.112	7.901
ENSG00000103152	0.112	7.908
ENSG00000171992	0.112	7.915
ENSG00000130193	0.112	7.922
ENSG00000127774	0.112	7.9291
ENSG00000166902	0.112	7.9361
ENSG00000100297	0.112	7.9431
ENSG00000091542	0.112	7.9501
ENSG00000031698	0.112	7.9571
ENSG00000167969	0.112	7.9641
ENSG00000130520	0.113	7.9711
ENSG00000130724	0.113	7.9781
ENSG00000100567	0.113	7.9851
ENSG00000140718	0.113	7.9921
ENSG00000126062	0.113	7.9992
ENSG00000100316	0.113	8.0062
ENSG00000166171	0.113	8.0132
ENSG00000165264	0.113	8.0202
ENSG00000100867	0.113	8.0272
ENSG00000067182	0.113	8.0342
ENSG00000140740	0.113	8.0412
ENSG00000111229	0.113	8.0482
ENSG00000240204	0.113	8.0552
ENSG00000123364	0.113	8.0623
ENSG00000074842	0.113	8.0693
ENSG00000189227	0.113	8.0763
ENSG00000087365	0.113	8.0833
ENSG00000135916	0.114	8.0903
ENSG00000100604	0.114	8.0973
ENSG00000132591	0.114	8.1043
ENSG00000105514	0.114	8.1113
ENSG00000223572	0.114	8.1183
ENSG00000241685	0.114	8.1254
ENSG00000065154	0.114	8.1324
ENSG00000139410	0.114	8.1394
ENSG00000182544	0.114	8.1464
ENSG00000174109	0.114	8.1534
ENSG00000079246	0.114	8.1604
ENSG00000006712	0.114	8.1674
ENSG00000164733	0.114	8.1744
ENSG00000269846	0.114	8.1814
ENSG00000175826	0.114	8.1884
ENSG00000101057	0.114	8.1955
ENSG00000065268	0.115	8.2025
ENSG00000167693	0.115	8.2095
ENSG00000137207	0.115	8.2165
ENSG00000140988	0.115	8.2235
ENSG00000149136	0.115	8.2305
ENSG00000062282	0.115	8.2375
ENSG00000272525	0.115	8.2445
ENSG00000105281	0.115	8.2515
ENSG00000172893	0.115	8.2586
ENSG00000090263	0.115	8.2656
ENSG00000163866	0.115	8.2726
ENSG00000114023	0.115	8.2796
ENSG00000122359	0.115	8.2866
ENSG00000100462	0.115	8.2936
ENSG00000144381	0.115	8.3006
ENSG00000091483	0.115	8.3076
ENSG00000260886	0.115	8.3146
ENSG00000225706	0.115	8.3216
ENSG00000255690	0.115	8.3287
ENSG00000184110	0.116	8.3357
ENSG00000215021	0.116	8.3427
ENSG00000127540	0.116	8.3497
ENSG00000150779	0.116	8.3567
ENSG00000160124	0.116	8.3637
ENSG00000143321	0.116	8.3707
ENSG00000165556	0.116	8.3777
ENSG00000197345	0.116	8.3847
ENSG00000139405	0.116	8.3918
ENSG00000125931	0.116	8.3988
ENSG00000176894	0.116	8.4058
ENSG00000181789	0.116	8.4128
ENSG00000105974	0.116	8.4198
ENSG00000108883	0.116	8.4268
ENSG00000157851	0.116	8.4338
ENSG00000122406	0.116	8.4408
ENSG00000115946	0.117	8.4478
ENSG00000117362	0.117	8.4549
ENSG00000160075	0.117	8.4619
ENSG00000070761	0.117	8.4689
ENSG00000216490	0.117	8.4759
ENSG00000148303	0.117	8.4829
ENSG00000084693	0.117	8.4899
ENSG00000176971	0.117	8.4969
ENSG00000180992	0.117	8.5039
ENSG00000162817	0.117	8.5109
ENSG00000134057	0.117	8.5179
ENSG00000175806	0.117	8.525
ENSG00000005194	0.117	8.532
ENSG00000173141	0.117	8.539
ENSG00000076003	0.117	8.546
ENSG00000152253	0.117	8.553
ENSG00000268061	0.117	8.56
ENSG00000095139	0.117	8.567
ENSG00000106105	0.117	8.574
ENSG00000105880	0.118	8.581
ENSG00000182810	0.118	8.5881
ENSG00000100075	0.118	8.5951
ENSG00000109919	0.118	8.6021
ENSG00000006125	0.118	8.6091
ENSG00000171954	0.118	8.6161
ENSG00000271714	0.118	8.6231
ENSG00000243389	0.118	8.6301
ENSG00000188910	0.118	8.6371
ENSG00000090554	0.118	8.6441
ENSG00000171243	0.118	8.6511
ENSG00000171858	0.118	8.6582
ENSG00000141759	0.118	8.6652
ENSG00000167642	0.118	8.6722
ENSG00000153048	0.118	8.6792
ENSG00000171792	0.118	8.6862
ENSG00000087191	0.118	8.6932
ENSG00000138668	0.118	8.7002
ENSG00000069011	0.118	8.7072
ENSG00000211450	0.118	8.7142
ENSG00000155115	0.118	8.7213
ENSG00000259642	0.118	8.7283
ENSG00000168439	0.118	8.7353
ENSG00000255020	0.118	8.7423
ENSG00000128789	0.118	8.7493
ENSG00000110063	0.118	8.7563
ENSG00000092964	0.118	8.7633
ENSG00000156467	0.118	8.7703
ENSG00000274997	0.118	8.7773
ENSG00000164758	0.118	8.7844
ENSG00000156261	0.118	8.7914
ENSG00000128708	0.118	8.7984
ENSG00000237310	0.118	8.8054
ENSG00000267855	0.118	8.8124
ENSG00000165821	0.119	8.8194
ENSG00000087245	0.119	8.8264
ENSG00000116670	0.119	8.8334
ENSG00000108010	0.119	8.8404
ENSG00000164237	0.119	8.8474
ENSG00000106605	0.119	8.8545
ENSG00000131828	0.119	8.8615
ENSG00000173272	0.119	8.8685
ENSG00000186907	0.119	8.8755
ENSG00000140497	0.119	8.8825
ENSG00000147684	0.119	8.8895
ENSG00000014164	0.119	8.8965
ENSG00000183624	0.119	8.9035
ENSG00000177519	0.119	8.9105
ENSG00000165629	0.119	8.9176
ENSG00000243147	0.119	8.9246
ENSG00000214517	0.119	8.9316
ENSG00000101945	0.119	8.9386
ENSG00000111144	0.12	8.9456
ENSG00000184857	0.12	8.9526
ENSG00000090266	0.12	8.9596
ENSG00000271109	0.12	8.9666
ENSG00000182551	0.12	8.9736
ENSG00000185088	0.12	8.9807
ENSG00000126878	0.12	8.9877
ENSG00000138029	0.12	8.9947
ENSG00000130985	0.12	9.0017
ENSG00000100612	0.12	9.0087
ENSG00000181924	0.12	9.0157
ENSG00000103202	0.12	9.0227
ENSG00000186577	0.12	9.0297
ENSG00000244187	0.121	9.0367
ENSG00000179950	0.121	9.0437
ENSG00000160211	0.121	9.0508
ENSG00000198830	0.121	9.0578
ENSG00000101843	0.121	9.0648
ENSG00000099800	0.121	9.0718
ENSG00000162496	0.121	9.0788
ENSG00000129535	0.121	9.0858
ENSG00000112335	0.121	9.0928
ENSG00000156709	0.121	9.0998
ENSG00000272831	0.121	9.1068
ENSG00000130204	0.121	9.1139
ENSG00000171848	0.121	9.1209
ENSG00000131508	0.121	9.1279
ENSG00000105732	0.121	9.1349
ENSG00000162734	0.121	9.1419
ENSG00000173221	0.121	9.1489
ENSG00000136521	0.121	9.1559
ENSG00000167881	0.121	9.1629
ENSG00000141030	0.121	9.1699
ENSG00000247271	0.121	9.1769
ENSG00000232412	0.121	9.184
ENSG00000273355	0.121	9.191
ENSG00000131507	0.121	9.198
ENSG00000121900	0.121	9.205
ENSG00000176396	0.122	9.212
ENSG00000105676	0.122	9.219
ENSG00000133243	0.122	9.226
ENSG00000272323	0.122	9.233
ENSG00000044115	0.122	9.24
ENSG00000175283	0.122	9.2471
ENSG00000122692	0.122	9.2541
ENSG00000119574	0.122	9.2611
ENSG00000167173	0.122	9.2681
ENSG00000125868	0.122	9.2751
ENSG00000280071	0.122	9.2821
ENSG00000116663	0.122	9.2891
ENSG00000078668	0.122	9.2961
ENSG00000174721	0.122	9.3031
ENSG00000157326	0.122	9.3102
ENSG00000157823	0.122	9.3172
ENSG00000166173	0.122	9.3242
ENSG00000197451	0.122	9.3312
ENSG00000101084	0.122	9.3382
ENSG00000070831	0.122	9.3452
ENSG00000145050	0.122	9.3522
ENSG00000276023	0.122	9.3592
ENSG00000258920	0.122	9.3662
ENSG00000057608	0.122	9.3732
ENSG00000071127	0.123	9.3803
ENSG00000177875	0.123	9.3873
ENSG00000087088	0.123	9.3943
ENSG00000134996	0.123	9.4013
ENSG00000214708	0.123	9.4083
ENSG00000157778	0.123	9.4153
ENSG00000123810	0.123	9.4223
ENSG00000135926	0.123	9.4293
ENSG00000132541	0.123	9.4363
ENSG00000177889	0.123	9.4434
ENSG00000127220	0.123	9.4504
ENSG00000103274	0.123	9.4574
ENSG00000139131	0.123	9.4644
ENSG00000130811	0.123	9.4714
ENSG00000166557	0.123	9.4784
ENSG00000272121	0.123	9.4854
ENSG00000104825	0.124	9.4924
ENSG00000158828	0.124	9.4994
ENSG00000168883	0.124	9.5064
ENSG00000089063	0.124	9.5135
ENSG00000135845	0.124	9.5205
ENSG00000185519	0.124	9.5275
ENSG00000185262	0.124	9.5345
ENSG00000077942	0.124	9.5415
ENSG00000158042	0.124	9.5485
ENSG00000075188	0.124	9.5555
ENSG00000166165	0.124	9.5625
ENSG00000143799	0.124	9.5695
ENSG00000132821	0.124	9.5766
ENSG00000033050	0.124	9.5836
ENSG00000205937	0.124	9.5906
ENSG00000100605	0.124	9.5976
ENSG00000128039	0.125	9.6046
ENSG00000124302	0.125	9.6116
ENSG00000114738	0.125	9.6186
ENSG00000089280	0.125	9.6256
ENSG00000174744	0.125	9.6326
ENSG00000012061	0.125	9.6397
ENSG00000109107	0.125	9.6467
ENSG00000108578	0.125	9.6537
ENSG00000103502	0.125	9.6607
ENSG00000264107	0.125	9.6677
ENSG00000168267	0.125	9.6747
ENSG00000187479	0.125	9.6817
ENSG00000204335	0.125	9.6887
ENSG00000231993	0.125	9.6957
ENSG00000273102	0.125	9.7027
ENSG00000270460	0.125	9.7098
ENSG00000286760	0.125	9.7168
ENSG00000180767	0.125	9.7238
ENSG00000135409	0.125	9.7308
ENSG00000124635	0.125	9.7378
ENSG00000244687	0.125	9.7448
ENSG00000129696	0.125	9.7518
ENSG00000178952	0.125	9.7588
ENSG00000170540	0.125	9.7658
ENSG00000131188	0.125	9.7729
ENSG00000103018	0.125	9.7799
ENSG00000112667	0.125	9.7869
ENSG00000166313	0.126	9.7939
ENSG00000129255	0.126	9.8009
ENSG00000166913	0.126	9.8079
ENSG00000126602	0.126	9.8149
ENSG00000102226	0.126	9.8219
ENSG00000166333	0.126	9.8289
ENSG00000141971	0.126	9.836
ENSG00000119411	0.126	9.843
ENSG00000007520	0.126	9.85
ENSG00000157045	0.126	9.857
ENSG00000099203	0.126	9.864
ENSG00000158623	0.126	9.871
ENSG00000091947	0.126	9.878
ENSG00000112096	0.126	9.885
ENSG00000184840	0.126	9.892
ENSG00000110025	0.126	9.899
ENSG00000165280	0.126	9.9061
ENSG00000130429	0.126	9.9131
ENSG00000147804	0.126	9.9201
ENSG00000175768	0.127	9.9271
ENSG00000176476	0.127	9.9341
ENSG00000130726	0.127	9.9411
ENSG00000134590	0.127	9.9481
ENSG00000271601	0.127	9.9551
ENSG00000125648	0.127	9.9621
ENSG00000164105	0.127	9.9692
ENSG00000068394	0.127	9.9762
ENSG00000137463	0.127	9.9832
ENSG00000183578	0.127	9.9902
ENSG00000170035	0.127	9.9972
ENSG00000132563	0.127	10.0042
ENSG00000101294	0.127	10.0112
ENSG00000124155	0.127	10.0182
ENSG00000142784	0.127	10.0252
ENSG00000237289	0.127	10.0322
ENSG00000273604	0.127	10.0393
ENSG00000178035	0.127	10.0463
ENSG00000136238	0.127	10.0533
ENSG00000142039	0.127	10.0603
ENSG00000078369	0.127	10.0673
ENSG00000103275	0.127	10.0743
ENSG00000112081	0.127	10.0813
ENSG00000197111	0.127	10.0883
ENSG00000168393	0.127	10.0953
ENSG00000260552	0.127	10.1024
ENSG00000182247	0.128	10.1094
ENSG00000204356	0.128	10.1164
ENSG00000115685	0.128	10.1234
ENSG00000237452	0.128	10.1304
ENSG00000129521	0.128	10.1374
ENSG00000256060	0.128	10.1444
ENSG00000129625	0.128	10.1514
ENSG00000083635	0.128	10.1584
ENSG00000175376	0.128	10.1655
ENSG00000188636	0.128	10.1725
ENSG00000118363	0.128	10.1795
ENSG00000101310	0.128	10.1865
ENSG00000105053	0.128	10.1935
ENSG00000005882	0.128	10.2005
ENSG00000087302	0.128	10.2075
ENSG00000287009	0.128	10.2145
ENSG00000196372	0.128	10.2215
ENSG00000108479	0.128	10.2285
ENSG00000173915	0.128	10.2356
ENSG00000171863	0.128	10.2426
ENSG00000177674	0.128	10.2496
ENSG00000182108	0.129	10.2566
ENSG00000136261	0.129	10.2636
ENSG00000176658	0.129	10.2706
ENSG00000138303	0.129	10.2776
ENSG00000167600	0.129	10.2846
ENSG00000041357	0.129	10.2916
ENSG00000163902	0.129	10.2987
ENSG00000122824	0.129	10.3057
ENSG00000105953	0.129	10.3127
ENSG00000065135	0.129	10.3197
ENSG00000254531	0.129	10.3267
ENSG00000247077	0.129	10.3337
ENSG00000175467	0.129	10.3407
ENSG00000091164	0.129	10.3477
ENSG00000128581	0.129	10.3547
ENSG00000100353	0.129	10.3617
ENSG00000134072	0.129	10.3688
ENSG00000123179	0.129	10.3758
ENSG00000145247	0.129	10.3828
ENSG00000165283	0.129	10.3898
ENSG00000162076	0.129	10.3968
ENSG00000104472	0.129	10.4038
ENSG00000273117	0.13	10.4108
ENSG00000125952	0.13	10.4178
ENSG00000040608	0.13	10.4248
ENSG00000163597	0.13	10.4319
ENSG00000169738	0.13	10.4389
ENSG00000235162	0.13	10.4459
ENSG00000165943	0.13	10.4529
ENSG00000082515	0.13	10.4599
ENSG00000125445	0.13	10.4669
ENSG00000140350	0.13	10.4739
ENSG00000135930	0.13	10.4809
ENSG00000131165	0.13	10.4879
ENSG00000185442	0.13	10.495
ENSG00000079999	0.13	10.502
ENSG00000152147	0.13	10.509
ENSG00000125505	0.13	10.516
ENSG00000171861	0.13	10.523
ENSG00000165704	0.13	10.53
ENSG00000183648	0.13	10.537
ENSG00000142937	0.13	10.544
ENSG00000159377	0.13	10.551
ENSG00000066379	0.13	10.558
ENSG00000143549	0.13	10.5651
ENSG00000103043	0.13	10.5721
ENSG00000228288	0.13	10.5791
ENSG00000088002	0.13	10.5861
